logU Z xi lnh al NV_1240 CIV_1550 HeII_1640 CIII_1908 MgII_2796 MgII_2803 OII_3727 NeV_3426 NIII__3869 Hbeta OIII_4959 OIII_5007 OI_6300 OI_6363 NII_6548 Halpha NII_6584 SII_6717 SII_6731 SIII_6312 SIII_9069 SIII_9532 PB PG P7 P8 P9
-2.5 0.02 0.3 3.0 -1.4 -3.103694292533916 -2.402118414531316 -2.4659992920246268 -2.5751836757206448 -3.147922769411465 -3.33709113563323 -2.3311949025881877 -2.987669044419853 -2.681269033111903 -2.8415470393111733 -2.1176519478203986 -1.6390848657763186 -3.0676936942148103 -3.5640123786737874 -3.313864440893361 -2.379437150640001 -2.84390536936057 -3.246784753521119 -3.239396598231366 -4.03878779722514 -2.948963304858786 -2.554504773171089 -3.64294224624966 -3.8979438074248094 -4.107287802193028 -4.284305783583712 -4.436958177544518
-2.5 0.02 0.3 3.0 -1.7 -3.254706554018867 -2.716472635138309 -2.71606588654339 -2.9624141571733844 -3.205442248745236 -3.350713831739384 -2.5653033810753314 -3.3502174450788047 -2.924562538414385 -2.9733850320653232 -2.3347098866936378 -1.8561424244060447 -3.5861974832306487 -4.082526000259087 -3.565335306277092 -2.5125363791407693 -3.095370997735984 -3.5222711582174497 -3.475655814571887 -4.294144836904202 -3.1521190025546275 -2.75765737897536 -3.766876921478918 -4.021673372801935 -4.229788861319818 -4.405044226736592 -4.555455584260464
-2.5 0.03 0.3 3.0 -1.4 -3.0196284300591074 -2.5311654695672487 -2.493292073649883 -2.794552022948324 -3.266305307156614 -3.443046545603117 -2.4152392175581383 -2.986362387546471 -2.759625503041768 -2.9242706002590992 -2.175783019385669 -1.6972146638543038 -3.148704951889449 -3.645027674981023 -3.152297812105964 -2.460196502615325 -2.682333557643496 -3.288910159859469 -3.266891047740714 -4.135447390034173 -2.9498523419797 -2.5554087743570406 -3.7176951716294298 -3.975022027904373 -4.185659160862159 -4.363823141766851 -4.517612412307571
-2.5 0.03 0.3 3.0 -1.7 -3.199722936427904 -2.84281531779839 -2.7379287873827067 -3.2411637752530424 -3.318306607995438 -3.4451475656279484 -2.683295960299965 -3.3750890968151595 -3.0333233582082144 -3.0559222000072594 -2.41740262415852 -1.93884921907145 -3.7046748529572966 -4.200997366572281 -3.4219341161639107 -2.5921843576158 -2.951985709061944 -3.574726695389373 -3.512988960789208 -4.427047120342003 -3.1668401336641665 -2.7723960643034147 -3.840884178172232 -4.098187630469347 -4.30784956718604 -4.484483802016719 -4.636200054520892
-2.5 0.04 0.3 3.0 -1.4 -2.9475369225166688 -2.6125389836796487 -2.516156053078653 -2.979141718081685 -3.3857568261580084 -3.5455972786607437 -2.5346468957677217 -2.989064335295616 -2.8446639625349377 -2.992380225482598 -2.236804191404765 -1.7582294573538777 -3.250348697008974 -3.746661994673893 -3.066360887475078 -2.526075306583841 -2.596399102481719 -3.3424278923872563 -3.3111621038685257 -4.240898996132934 -2.97033219732468 -2.575870049080443 -3.780310710914194 -4.039372276918527 -4.2510448802474485 -4.430099637315287 -4.584676017300311
-2.5 0.04 0.3 3.0 -1.7 -3.155827372064145 -2.9143527117031454 -2.755896136623491 -3.482658921477011 -3.4233592395914485 -3.529251496619011 -2.835052627378161 -3.400226060853612 -3.1463565346762223 -3.123233862371769 -2.501592947047264 -2.0230313514636933 -3.8409745087750977 -4.337308261638114 -3.353978778172525 -2.656650497900692 -2.8840235705451818 -3.6467186604547095 -3.574433176034745 -4.564314862058367 -3.198637457287468 -2.804183341727125 -3.901841016539464 -4.1610942658504655 -4.371999554011097 -4.549689293994994 -4.702305130306925
-2.0 0.008 0.3 3.0 -1.4 -3.0684150125292007 -2.0136045187377505 -2.455027084767984 -2.351893808266283 -3.2666983883122995 -3.433550722497216 -2.739189508933024 -2.870761389868072 -2.783702113369607 -2.861634136321001 -2.2185462237366096 -1.7399763393056915 -3.105069490966578 -3.6014003649046487 -4.029383517108599 -2.398733320218682 -3.559405738160166 -3.3573376685579674 -3.4349908957874007 -4.267734939090971 -3.310620096465634 -2.9161750039466625 -3.693961183663653 -3.942333896090169 -4.151983403021838 -4.329698471714991 -4.483583627196026
-2.0 0.008 0.3 3.0 -1.7 -3.2306965398109213 -2.2901028009491995 -2.706173561613824 -2.6340442773343185 -3.304325735600699 -3.428116554043584 -2.9564412530852664 -3.1538980397021064 -2.9462686841123897 -3.001435541739056 -2.358258256200628 -1.8796893573635387 -3.620277614613805 -4.116599787786221 -4.353910098725571 -2.54507895465985 -3.883957073150796 -3.72711455524243 -3.770522941126835 -4.43209181733107 -3.5050110263168293 -3.110563827119435 -3.8237350578858553 -4.072362776731623 -4.2789812309056 -4.453716509979593 -4.604463937881562
-2.0 0.014 0.3 3.0 -1.4 -2.942638237014961 -2.1187009550472737 -2.4994342231376763 -2.4720737974668765 -3.3405782456869986 -3.5207558990551746 -2.670581779453414 -2.8125074810195727 -2.805041877793414 -2.9924229016956616 -2.2407402061124486 -1.7621798892059315 -3.082888527506306 -3.579202899000151 -3.741243027463426 -2.532169994821025 -3.271272966341208 -3.4059059224198838 -3.4621809049267256 -4.268830422451309 -3.258753828255905 -2.864295029873276 -3.817956454056933 -4.0684200964861645 -4.278214108137192 -4.456677099353087 -4.611756663104401
-2.0 0.014 0.3 3.0 -1.7 -3.141078002775636 -2.4213264145205 -2.7390227886275227 -2.803657979860233 -3.3833144791044845 -3.5157001606532177 -2.925402955409957 -3.105451341854192 -2.994176246970973 -3.128730709733105 -2.39358638649648 -1.915030711525013 -3.634624347173848 -4.130938510113204 -4.088581360155828 -2.6737870700005715 -3.618614133986625 -3.775311582542713 -3.790592231903624 -4.477334111169888 -3.473880510543111 -3.0794279953967987 -3.943361902620346 -4.19412549672834 -4.4016582407095655 -4.577787828965775 -4.730300302615625
-2.0 0.017 0.3 3.0 -1.4 -2.898390382766891 -2.1660691870863573 -2.519016274704469 -2.529501306509076 -3.378927628856374 -3.5622494371796094 -2.660886585228596 -2.800519085137644 -2.8240245682504863 -3.0425459640488697 -2.2604988572029754 -1.7819373821736235 -3.0831619365524787 -3.5794831687713824 -3.644682601215443 -2.582843970059436 -3.1747232169187427 -3.4230485319373543 -3.47242165049461 -4.280262787711074 -3.2482206675234195 -2.8537789111881224 -3.865599744081017 -4.116889588310876 -4.326850022397686 -4.505622747949559 -4.661125350698619
-2.0 0.017 0.3 3.0 -1.7 -3.111725005506422 -2.4758376418644303 -2.7535014192041984 -2.88114030459041 -3.423808432338163 -3.5568935432627318 -2.9336740746379637 -3.0976489418949527 -3.0242925364628164 -3.177701128737631 -2.418642085588345 -1.9400581119380436 -3.6505670481832766 -4.146892197272443 -4.002954543847451 -2.722780565105559 -3.5329841815615666 -3.793659942219932 -3.800683725746893 -4.507351340966551 -3.4716361562803257 -3.077191530684864 -3.9895728272829487 -4.241163775253042 -4.449123747157145 -4.625783394571627 -4.778898880038497
-2.0 0.02 0.3 3.0 -1.4 -2.859963589024716 -2.20886397418424 -2.5370781696306537 -2.58449246440722 -3.416415861484218 -3.6015912063858337 -2.659754238432072 -2.793255055946254 -2.844390716321086 -3.086424545373916 -2.2812658638760936 -1.8026918684969004 -3.08804381092731 -3.5843590201038467 -3.566070234391539 -2.627069595111209 -3.096096473309835 -3.4386958338598603 -3.4823291460105708 -4.294966343528593 -3.2425432349671865 -2.8480788202000937 -3.907384609058447 -4.159354510510603 -4.369490765948527 -4.548520594875136 -4.704366936265238
-2.0 0.02 0.3 3.0 -1.7 -3.086382153984829 -2.524096475448601 -2.766749990458898 -2.954833551934769 -3.463037750349727 -3.5953715103580777 -2.95043313083535 -3.094781764606303 -3.055196660566658 -3.2204612261297143 -2.4445911344411257 -1.9660136347603936 -3.670175155687083 -4.166502277866641 -3.934831248294252 -2.765432102364315 -3.4648578463022446 -3.811268328554256 -3.811718520477335 -4.539207362420143 -3.4731181935178626 -3.078672550951964 -4.030015962338034 -4.282279580960456 -4.490622719389883 -4.667743375835798 -4.821339541461832
-2.0 0.03 0.3 3.0 -1.4 -2.7566146546283434 -2.321226763982011 -2.5875058527493664 -2.7497264137677533 -3.5343346515746674 -3.7202646325894975 -2.6942188487450167 -2.784917884986825 -2.914887886733162 -3.203293872170235 -2.348974105073161 -1.8704067716320691 -3.127290281712092 -3.623623813684041 -3.384365531122583 -2.7443416268287493 -2.914388369528353 -3.4855452255295774 -3.515059870531971 -4.358079925586885 -3.2440794315247814 -2.8496120226747195 -4.018879360588734 -4.272556348204333 -4.483226721698415 -4.6629402736794745 -4.819501376767988
-2.0 0.03 0.3 3.0 -1.7 -3.018933794825095 -2.6429995095590755 -2.803630346832392 -3.172785859822234 -3.584325665433738 -3.708076424116115 -3.0434954096833025 -3.0997038938582904 -3.155920643696483 -3.3316886467030784 -2.5280778459857345 -2.049513443372305 -3.758005510843219 -4.254324173515066 -3.7872798455821552 -2.8754631716987262 -3.317313521750229 -3.8713100064145465 -3.8565792148700666 -4.6507224725320455 -3.492548939098029 -3.098100524409233 -4.135056026875439 -4.38920148080723 -4.598685637308215 -4.776919602168846 -4.931665686882745
-2.0 0.04 0.3 3.0 -1.4 -2.675882237340573 -2.39760356080528 -2.626077047615418 -2.8882671433889016 -3.64294224624966 -3.824749189638439 -2.761878592218487 -2.784336004351552 -2.983050186902439 -3.2923787334388663 -2.408101013308773 -1.929555750027056 -3.1876883908688782 -3.684008674640083 -3.2747010569416304 -2.8331260491411783 -2.804737041657937 -3.528400283858332 -3.5481521844343504 -4.4320096057383225 -3.2615762167022453 -2.867132211680918 -4.10405286028886 -4.358942536053355 -4.570118580989238 -4.7503125721947015 -4.907349521643205
-2.0 0.04 0.3 3.0 -1.7 -2.9790589401376764 -2.720857993508361 -2.831561447813229 -3.353723737813532 -3.688882157337496 -3.8002174060310168 -3.1667444874289927 -3.1117418570232047 -3.2481130013742145 -3.4143926503541597 -2.601868943783302 -2.12330308275979 -3.8641997166978896 -4.360513510731416 -3.708298229270021 -2.956519829977452 -3.2383277040886966 -3.931777020653549 -3.90731443706251 -4.762205006726077 -3.521000868326645 -3.12654570025105 -4.213170525403044 -4.468763844769754 -4.679189273932373 -4.858205436476339 -5.013658295786456
-3.5 0.008 0.3 3.0 -1.4 -4.2779834115884725 -2.9615388038214334 -2.49051521077606 -2.608906033729369 -2.857297754262383 -3.08799594277135 -1.900181290384772 -4.093395628275019 -2.683442600022232 -2.5979106494279023 -2.3421604461420387 -1.86359655186601 -2.8325349711569103 -3.3288641989056416 -3.3134084135384967 -2.1318730269286306 -2.843450848668219 -2.750972947452816 -2.736174634478786 -3.948345915886712 -2.936291440608585 -2.541845808831148 -3.399800597430336 -3.652923803930264 -3.8610660597430737 -4.035660214266869 -4.18492722986403
-3.5 0.008 0.3 3.0 -1.7 -4.391495360766605 -3.131314426051709 -2.733486080090877 -2.8674841650873617 -2.898046822522801 -3.110104700569672 -2.0517239955170297 -4.426780172885579 -2.8799528056469583 -2.719057594001299 -2.521635548830318 -2.043068381836896 -3.113825240270266 -3.6101431393812575 -3.4577972175659752 -2.256466718156581 -2.98783793202918 -2.933897803233229 -2.900595627654461 -4.141510926368788 -3.1082173104582367 -2.71376814597145 -3.5171121306235165 -3.769678831080924 -3.976130498611667 -4.148821177269646 -4.295900983583039
-3.5 0.014 0.3 3.0 -1.4 -3.933003579550302 -3.030495560240716 -2.4891066216344697 -2.778325002929229 -2.845210971261253 -3.0762328628674425 -1.8524473359197344 -4.019342269218733 -2.646872713391865 -2.6159513979713798 -2.295403401797969 -1.816844084565986 -2.7894674629306024 -3.285779246757407 -2.987162775294827 -2.1504823128572284 -2.517212140867344 -2.673582204445609 -2.639520191828055 -3.92981431362162 -2.8101168373530854 -2.4156574660275965 -3.406758251004163 -3.6624409123712662 -3.8709226757472655 -4.045738189012624 -4.195090837687289
-3.5 0.014 0.3 3.0 -1.7 -4.021093981891838 -3.178663369623841 -2.7319605500657573 -3.093632629784146 -2.9021182552861333 -3.1105974408098263 -2.0341447613412527 -4.383881731247705 -2.8717300048303755 -2.734993394339412 -2.501014401914766 -2.022445573930618 -3.058732118820764 -3.555050065950184 -3.147941085700729 -2.2714189831286262 -2.6779668713681986 -2.851366501510654 -2.8030228646248787 -4.154269591497346 -2.989403263793477 -2.5949782438069136 -3.5219821295352105 -3.7771015273905775 -3.984305011473481 -4.157428201182761 -4.304763558975786
-3.5 0.017 0.3 3.0 -1.4 -3.819501376767988 -3.065951225767705 -2.488812066682776 -2.876017763788539 -2.8627725235570907 -3.0909416620627965 -1.8618552558205157 -4.007291877880455 -2.656926365548202 -2.623076475581968 -2.297423000036176 -1.8188713002527024 -2.791531769734384 -3.287855585785117 -2.883890585936655 -2.1569417224567218 -2.413930556969497 -2.659238708237325 -2.6186141339866253 -3.9471137647436194 -2.777517642861092 -2.3830626046697603 -3.4094925379914187 -3.666230399126526 -3.8750721208894703 -4.050088177647069 -4.199551002618087
-3.5 0.017 0.3 3.0 -1.7 -3.898562264861148 -3.198404227473695 -2.7317731623353723 -3.2125749506198176 -2.924927737293885 -3.1280886334497424 -2.055181866252745 -4.384860405666075 -2.892383070008215 -2.7417459464928484 -2.512380913063609 -2.033816013637193 -3.0568172195517747 -3.553136768517483 -3.05122527286612 -2.277045410183014 -2.581251383750427 -2.836302054107428 -2.7829637413723702 -4.1831292635994615 -2.9596746208002784 -2.56523953771147 -3.5243578624453 -3.780546462923191 -3.9881759044056935 -4.161591721505815 -4.309077748893955
-3.5 0.02 0.3 3.0 -1.4 -3.73039366916052 -3.0967580365337213 -2.488651484509788 -2.97571962395292 -2.8890401188751227 -3.1129343563498466 -1.882861333596118 -4.002569926202526 -2.6761705998243315 -2.62930190742442 -2.3064928913654867 -1.82792274303052 -2.802664296869935 -3.299002238747434 -2.803050459026004 -2.162190683249662 -2.333089085870135 -2.6537252838578738 -2.607566868444451 -3.972568842233095 -2.7549564260693917 -2.3605135107314155 -3.4117955439615173 -3.669525348513865 -3.87873569477042 -4.054004869005908 -4.203592201391942
-3.5 0.02 0.3 3.0 -1.7 -3.801645375263057 -3.213525422361556 -2.731749744553049 -3.332033669015672 -2.955617052926464 -3.1520142173799712 -2.0867267038509283 -4.392351999896171 -2.9213981996446066 -2.7478511451814924 -2.529942498327088 -2.05137189655737 -3.0663659474425917 -3.562693468675725 -2.9764183423350588 -2.2818222844225677 -2.506444365703217 -2.8312374243776404 -2.7736063369819206 -4.2190637373309485 -2.9398311880548533 -2.545368530047611 -3.5265130299354297 -3.783728507029828 -3.9917831984103103 -4.165490284610037 -4.313113591974606
-3.5 0.03 0.3 3.0 -1.4 -3.5455362672488637 -3.1635682736294086 -2.4888254512110777 -3.304334487744065 -3.0122667194911656 -3.214143635251574 -2.002172554507545 -4.009363724273513 -2.777439590834774 -2.647161710018928 -2.3611415001532947 -1.8825629747173809 -2.886691850081611 -3.3830311306340235 -2.632867807569248 -2.1759327704921887 -2.1628978902855494 -2.676500391568247 -2.6158617251412863 -4.088613314720035 -2.721635152262309 -2.327191220530352 -3.4190066368772847 -3.679604429763529 -3.890151579243891 -4.066219232314538 -4.216210723789352
-3.5 0.03 0.3 3.0 -1.7 -3.5985305290569087 -3.237951958290047 -2.732218340284639 -3.725749757483783 -3.0824577318897752 -3.248043801513276 -2.235965914850261 -4.437195802085725 -3.053370908983574 -2.766267990633956 -2.6119521111715613 -2.1333937045721925 -3.157890236559389 -3.654214718040784 -2.82376400023913 -2.295600650507112 -2.3537825799889305 -2.860120913598763 -2.790592231903624 -4.367026720321071 -2.915352239145271 -2.5208999818917093 -3.53420090132682 -3.794281501896904 -4.0037817508404245 -4.178342385716725 -4.326407786050517
-3.5 0.04 0.3 3.0 -1.4 -3.447660366168805 -3.1926544251715114 -2.489173593812488 -3.612396638715445 -3.1516014865131368 -3.3229408226078405 -2.15898484750624 -4.023274131469073 -2.906298215194454 -2.663280167635655 -2.433291526607533 -1.9547161486048663 -3.023232895107988 -3.5195618528221857 -2.547110048823505 -2.1879293235223543 -2.0771448437880977 -2.734474664780926 -2.662301194035919 -4.227040524969745 -2.722161666997956 -2.32771737521108 -3.426873005565227 -3.6898166724283072 -3.901563954659636 -4.078355135561935 -4.228706557370941
-3.5 0.04 0.3 3.0 -1.7 -3.493210942605017 -3.242057650590219 -2.7328282715969863 -4.103402140853 -3.204752776207151 -3.334747433496517 -2.4171869328295728 -4.484391050765517 -3.212681243375449 -2.7832800328097207 -2.7138580247966644 -2.2353009362016323 -3.3151725847793543 -3.811493366181885 -2.7527880292578857 -2.308229137383101 -2.2828123147038326 -2.9268684350590064 -2.847130945782986 -4.536973478913573 -2.9261717155988904 -2.5317117612923923 -3.542648053889309 -3.805152780368559 -4.015913955931673 -4.191215299969585 -4.339618394476844
-3.0 0.008 0.3 3.0 -1.4 -3.6743817271899744 -2.521390221398775 -2.436673199610418 -2.37802443802741 -2.923250359375998 -3.1331811970739523 -2.0782667168552464 -3.4802244921125407 -2.630190641326457 -2.623733364129897 -2.1577778043265354 -1.6792100223011914 -2.964450196989944 -3.4607858526501687 -3.517912858173517 -2.159367046975412 -3.047948959287538 -3.012838918456957 -3.0082424604656524 -3.892891830051447 -2.9224867485023367 -2.5280485453190167 -3.4328912551673056 -3.6845964953656463 -3.892349173853511 -4.066786130392437 -4.216124993672565
